Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
CA-2025-10499,2023-08-22,2023-08-25,Same Day,CUST-108,Dr. Dawn Brown DDS,Corporate,United States,East Dennis,New Jersey,West,Office Supplies,Binders,Binders - Model Worker,1298.55,1,0.2,305.67
CA-2025-10500,2023-09-27,2023-09-29,Second Class,CUST-277,Lisa Mack,Corporate,United States,South Carolinefurt,Illinois,Central,Furniture,Tables,Tables - Model Think,865.89,5,0.5,197.57
CA-2025-10501,2025-02-03,2025-02-08,Same Day,CUST-233,Judith Brooks,Consumer,United States,Gutierrezfort,Connecticut,East,Electronics,Laptops,Laptops - Model Note,1021.73,4,0.5,240.77
CA-2025-10502,2025-11-17,2025-11-21,First Class,CUST-273,Joan Kelly,Corporate,United States,Rodriguezmouth,Mississippi,East,Furniture,Bookcases,Bookcases - Model Matter,1428.8,8,0.0,489.88
CA-2025-10503,2025-09-08,2025-09-11,Same Day,CUST-193,Meghan Andrews,Home Office,United States,Fitzpatricktown,Florida,West,Office Supplies,Paper,Paper - Model Person,900.45,7,0.5,182.13
CA-2025-10504,2025-11-19,2025-11-23,Same Day,CUST-118,Dr. Alec Deleon,Home Office,United States,Garyville,North Carolina,West,Furniture,Chairs,Chairs - Model Charge,725.5,1,0.1,151.79
CA-2025-10505,2023-07-09,2023-07-11,Same Day,CUST-161,Tanya Hall,Consumer,United States,Lake Justinside,Virginia,South,Furniture,Bookcases,Bookcases - Model Economy,167.55,5,0.1,68.43
CA-2025-10506,2025-09-24,2025-09-25,First Class,CUST-142,Rachel Tate,Corporate,United States,North Christopherport,Maryland,West,Office Supplies,Paper,Paper - Model Attack,352.01,9,0.1,76.63
CA-2025-10507,2023-03-27,2023-03-28,Second Class,CUST-125,Megan Allison,Consumer,United States,West Joanmouth,Texas,West,Electronics,Smartphones,Smartphones - Model Feeling,1238.5,4,0.0,257.27
CA-2025-10508,2024-11-20,2024-11-25,Same Day,CUST-267,Richard Bailey,Consumer,United States,Joelville,Wyoming,Central,Electronics,Audio,Audio - Model Story,194.0,5,0.5,22.84
CA-2025-10509,2024-10-18,2024-10-22,First Class,CUST-194,Joshua Wolfe,Corporate,United States,South David,Idaho,East,Furniture,Bookcases,Bookcases - Model Top,430.78,7,0.2,57.77
CA-2025-10510,2024-12-16,2024-12-21,Second Class,CUST-287,Brandi Solis,Consumer,United States,Bowenview,New York,Central,Furniture,Furnishings,Furnishings - Model Government,442.8,1,0.2,122.73
CA-2025-10511,2025-09-25,2025-09-27,Standard Class,CUST-203,Aaron Whitaker,Home Office,United States,Port Alishaburgh,Wyoming,Central,Office Supplies,Paper,Paper - Model Grow,872.34,3,0.1,208.14
CA-2025-10512,2024-12-18,2024-12-20,First Class,CUST-168,Christina Thomas,Corporate,United States,East Thomasview,Washington,East,Electronics,Laptops,Laptops - Model Onto,591.9,3,0.2,89.39
CA-2025-10513,2023-01-07,2023-01-11,Standard Class,CUST-212,Jennifer Scott,Corporate,United States,Port Nathaniel,Kentucky,South,Office Supplies,Paper,Paper - Model Information,1421.59,6,0.0,473.77
CA-2025-10514,2024-11-12,2024-11-17,First Class,CUST-226,Jason Barrett,Home Office,United States,East Heatherfurt,North Carolina,East,Office Supplies,Art,Art - Model Subject,1094.7,2,0.5,244.16
CA-2025-10515,2025-09-12,2025-09-17,Standard Class,CUST-289,Andre Soto,Corporate,United States,North Timothy,Indiana,South,Electronics,Accessories,Accessories - Model Success,1075.9,8,0.5,158.75
CA-2025-10516,2023-07-30,2023-08-03,Same Day,CUST-228,Crystal Blackwell,Corporate,United States,Shawmouth,Missouri,South,Furniture,Chairs,Chairs - Model Next,591.67,9,0.2,82.55
CA-2025-10517,2023-10-28,2023-10-29,Same Day,CUST-274,Kayla Montes,Home Office,United States,Port John,Florida,East,Electronics,Audio,Audio - Model Increase,1247.26,9,0.0,503.32
CA-2025-10518,2023-09-03,2023-09-04,Standard Class,CUST-117,Brittany Davidson,Corporate,United States,New Rachel,Rhode Island,West,Furniture,Bookcases,Bookcases - Model Fill,982.09,5,0.5,235.75
CA-2025-10519,2023-03-22,2023-03-24,Same Day,CUST-135,Tina Smith,Home Office,United States,Michellechester,Oregon,Central,Electronics,Smartphones,Smartphones - Model Leader,558.23,3,0.0,210.3
CA-2025-10520,2023-10-24,2023-10-29,Same Day,CUST-145,James Long,Consumer,United States,Jonesville,Kentucky,East,Office Supplies,Paper,Paper - Model American,1244.99,5,0.3,216.65
CA-2025-10521,2023-06-09,2023-06-10,Standard Class,CUST-247,Mrs. Sonya Harper,Consumer,United States,Deanchester,Minnesota,Central,Furniture,Tables,Tables - Model Commercial,809.92,7,0.3,187.25
CA-2025-10522,2025-06-05,2025-06-07,Second Class,CUST-163,Eric Moore,Consumer,United States,Port Ronald,North Carolina,Central,Furniture,Tables,Tables - Model Whatever,1146.4,4,0.2,292.53
CA-2025-10523,2025-04-10,2025-04-11,Standard Class,CUST-248,Adam Griffith,Consumer,United States,South Karina,Wisconsin,West,Furniture,Tables,Tables - Model Great,485.2,8,0.0,141.89
CA-2025-10524,2024-11-13,2024-11-17,Same Day,CUST-211,Malik King,Corporate,United States,Taylorshire,Florida,South,Electronics,Audio,Audio - Model True,37.31,10,0.3,12.89
CA-2025-10525,2023-02-11,2023-02-12,Same Day,CUST-253,Marcia Williams,Home Office,United States,West Danielport,North Dakota,West,Office Supplies,Paper,Paper - Model Movie,1356.92,6,0.0,661.32
CA-2025-10526,2025-07-02,2025-07-07,Standard Class,CUST-292,Susan Murphy,Corporate,United States,West Brenda,Illinois,East,Office Supplies,Art,Art - Model Season,837.28,9,0.2,258.11
CA-2025-10527,2024-02-11,2024-02-13,Second Class,CUST-267,Sean Matthews,Home Office,United States,Ryanchester,New Mexico,East,Furniture,Bookcases,Bookcases - Model Prevent,1392.84,9,0.5,239.33
CA-2025-10528,2024-05-12,2024-05-15,Second Class,CUST-140,Sheila Joyce,Consumer,United States,Jameshaven,Maine,West,Electronics,Accessories,Accessories - Model Cold,1347.15,4,0.0,571.89
CA-2025-10529,2023-03-03,2023-03-07,First Class,CUST-114,John Gutierrez,Home Office,United States,Lake Peter,Alabama,Central,Office Supplies,Storage,Storage - Model Discussion,646.46,3,0.0,119.99
CA-2025-10530,2023-07-06,2023-07-07,Standard Class,CUST-271,Lauren Rios,Corporate,United States,South Carlos,Colorado,Central,Electronics,Audio,Audio - Model Term,1239.64,10,0.3,206.71
CA-2025-10531,2025-05-26,2025-05-30,Second Class,CUST-239,William Franklin,Consumer,United States,South Anna,Kentucky,South,Electronics,Audio,Audio - Model Reduce,727.87,8,0.2,216.18
CA-2025-10532,2025-03-09,2025-03-12,Same Day,CUST-258,Christina Green,Home Office,United States,Joycefurt,Vermont,South,Furniture,Chairs,Chairs - Model Prevent,506.01,5,0.1,213.65
CA-2025-10533,2023-10-15,2023-10-16,Second Class,CUST-284,Danny Davis,Corporate,United States,Hallville,Minnesota,South,Furniture,Bookcases,Bookcases - Model Understand,791.7,6,0.2,308.44
CA-2025-10534,2023-11-27,2023-11-29,Standard Class,CUST-300,Jacob Brady,Consumer,United States,New Gabriel,Kentucky,West,Electronics,Smartphones,Smartphones - Model Type,104.84,10,0.1,15.2
CA-2025-10535,2023-04-15,2023-04-16,Second Class,CUST-245,James Oneill,Corporate,United States,Port Timothyfort,Oregon,East,Furniture,Chairs,Chairs - Model Offer,564.56,10,0.1,80.31
CA-2025-10536,2023-08-04,2023-08-05,Same Day,CUST-281,Angel Grant,Home Office,United States,Port Brittany,New Hampshire,South,Office Supplies,Paper,Paper - Model Assume,747.03,8,0.1,237.55
CA-2025-10537,2025-08-13,2025-08-17,Standard Class,CUST-289,James Pacheco,Corporate,United States,Kaitlynport,Iowa,East,Furniture,Bookcases,Bookcases - Model Expert,31.33,9,0.1,11.88
CA-2025-10538,2024-08-08,2024-08-10,Second Class,CUST-270,Anthony Hardy,Home Office,United States,Martinezland,New Jersey,East,Office Supplies,Storage,Storage - Model Paper,907.18,5,0.3,101.03
CA-2025-10539,2023-11-07,2023-11-12,Same Day,CUST-153,Chelsea Kelly,Home Office,United States,North Nicole,Delaware,South,Furniture,Furnishings,Furnishings - Model Make,1271.65,6,0.3,430.86
CA-2025-10540,2024-09-08,2024-09-10,Same Day,CUST-293,Andrew Little,Consumer,United States,Gonzalezville,Hawaii,South,Office Supplies,Binders,Binders - Model Government,80.89,5,0.1,32.47
CA-2025-10541,2023-02-24,2023-02-25,First Class,CUST-265,Jacob Henson,Corporate,United States,Woodston,Georgia,South,Office Supplies,Paper,Paper - Model Beyond,1115.06,6,0.1,460.9
CA-2025-10542,2024-04-24,2024-04-27,First Class,CUST-174,Lori Cowan,Corporate,United States,Galvanfurt,Florida,Central,Office Supplies,Paper,Paper - Model Break,1298.78,10,0.1,225.08
CA-2025-10543,2024-01-26,2024-01-27,Standard Class,CUST-234,Scott Monroe DVM,Consumer,United States,Port Ericburgh,Michigan,Central,Office Supplies,Storage,Storage - Model Message,423.05,6,0.2,137.22
CA-2025-10544,2025-02-01,2025-02-02,Same Day,CUST-270,Michael Curtis,Home Office,United States,North Denise,Iowa,East,Electronics,Laptops,Laptops - Model Fire,257.87,5,0.2,35.4
CA-2025-10545,2023-04-12,2023-04-16,First Class,CUST-129,Tracy Harris,Consumer,United States,Paulborough,New Jersey,Central,Electronics,Accessories,Accessories - Model Gas,613.4,8,0.5,119.24
CA-2025-10546,2023-04-28,2023-04-29,Standard Class,CUST-206,Duane Davenport,Home Office,United States,Donnafort,Indiana,Central,Furniture,Furnishings,Furnishings - Model Be,857.08,9,0.5,135.68
CA-2025-10547,2024-10-25,2024-10-29,Standard Class,CUST-133,Andrew Herman,Consumer,United States,North Jennifer,Virginia,South,Electronics,Smartphones,Smartphones - Model Floor,1397.72,4,0.1,610.51
CA-2025-10548,2025-04-08,2025-04-13,Same Day,CUST-138,Stacy Thompson,Corporate,United States,Josephtown,Idaho,South,Furniture,Chairs,Chairs - Model Soon,1219.29,7,0.5,158.26
CA-2025-10549,2024-11-03,2024-11-06,Second Class,CUST-267,Catherine Gutierrez,Consumer,United States,South Christinaborough,Kansas,Central,Office Supplies,Art,Art - Model Account,1405.69,5,0.1,528.75
CA-2025-10550,2025-03-07,2025-03-08,First Class,CUST-113,Jonathan Cox,Corporate,United States,Lake Kathleen,Tennessee,East,Office Supplies,Binders,Binders - Model Others,985.22,5,0.1,388.69
CA-2025-10551,2023-03-14,2023-03-19,First Class,CUST-133,Alexander Brown,Home Office,United States,West Jimmyborough,Wyoming,West,Furniture,Chairs,Chairs - Model Interesting,693.04,5,0.5,96.8
CA-2025-10552,2023-09-10,2023-09-11,Standard Class,CUST-168,Sheila Baker,Consumer,United States,East Josephstad,Iowa,Central,Office Supplies,Paper,Paper - Model Western,1260.5,7,0.0,574.0
CA-2025-10553,2023-11-22,2023-11-23,Second Class,CUST-108,Stephanie Jacobs,Corporate,United States,Smithtown,North Carolina,East,Office Supplies,Storage,Storage - Model Contain,1463.96,3,0.2,357.81
CA-2025-10554,2023-08-07,2023-08-08,Standard Class,CUST-157,Carol Sullivan,Corporate,United States,Jamieport,Idaho,South,Electronics,Laptops,Laptops - Model Would,146.63,1,0.2,17.71
CA-2025-10555,2023-10-29,2023-11-03,Same Day,CUST-240,Teresa Fernandez,Corporate,United States,West Kendramouth,South Carolina,West,Office Supplies,Storage,Storage - Model Explain,392.84,1,0.0,106.01
CA-2025-10556,2025-06-02,2025-06-03,First Class,CUST-100,Jason Saunders,Home Office,United States,New Tamaratown,Louisiana,South,Office Supplies,Binders,Binders - Model Trade,1173.92,3,0.2,388.08
CA-2025-10557,2023-05-15,2023-05-16,Same Day,CUST-279,Denise West,Home Office,United States,Wattsmouth,South Dakota,West,Office Supplies,Paper,Paper - Model After,749.09,2,0.0,116.15
CA-2025-10558,2024-03-31,2024-04-02,First Class,CUST-123,Paul Parker,Consumer,United States,East Andrewville,Utah,Central,Office Supplies,Art,Art - Model High,706.77,3,0.0,292.5
CA-2025-10559,2024-06-15,2024-06-16,Same Day,CUST-240,Christine Fitzpatrick,Consumer,United States,Mariaview,Maryland,South,Furniture,Tables,Tables - Model Half,1061.38,10,0.1,230.77
CA-2025-10560,2024-02-26,2024-02-27,First Class,CUST-225,Matthew Fletcher,Corporate,United States,Theresaland,Alabama,Central,Electronics,Smartphones,Smartphones - Model Democratic,1389.01,10,0.5,347.01
CA-2025-10561,2024-08-12,2024-08-13,First Class,CUST-119,Ronald Nguyen,Consumer,United States,Port Alexisberg,Arizona,Central,Furniture,Tables,Tables - Model Southern,339.13,7,0.0,131.42
CA-2025-10562,2024-10-20,2024-10-25,Same Day,CUST-290,Diana Lawson,Home Office,United States,Jonesberg,Minnesota,West,Electronics,Audio,Audio - Model Entire,1158.72,9,0.3,273.05
CA-2025-10563,2024-06-29,2024-06-30,First Class,CUST-190,Miranda Bernard,Corporate,United States,Clarkside,Massachusetts,South,Office Supplies,Binders,Binders - Model Ten,1206.41,2,0.1,315.45
CA-2025-10564,2025-03-27,2025-03-31,Second Class,CUST-147,Brandi Melton,Home Office,United States,South Tonybury,Alabama,Central,Furniture,Furnishings,Furnishings - Model Act,139.61,9,0.1,32.56
CA-2025-10565,2023-05-10,2023-05-14,Second Class,CUST-207,Jeffrey Mitchell,Home Office,United States,Denisemouth,South Carolina,East,Electronics,Smartphones,Smartphones - Model Why,861.4,3,0.3,180.53
CA-2025-10566,2023-11-23,2023-11-28,Second Class,CUST-146,Ashley Lynch,Corporate,United States,Robertoborough,Nevada,Central,Electronics,Laptops,Laptops - Model Scientist,880.27,1,0.5,164.72
CA-2025-10567,2024-07-12,2024-07-13,Second Class,CUST-193,Danny Griffin,Consumer,United States,Smithton,Tennessee,Central,Office Supplies,Art,Art - Model Season,1454.33,9,0.5,285.56
CA-2025-10568,2025-04-25,2025-04-26,First Class,CUST-261,Scott Briggs,Consumer,United States,Lake Mary,Arizona,West,Electronics,Smartphones,Smartphones - Model Really,1442.96,5,0.1,647.23
CA-2025-10569,2023-11-12,2023-11-17,First Class,CUST-172,Linda Griffith,Corporate,United States,New Alexandria,Nevada,South,Office Supplies,Storage,Storage - Model Old,46.87,9,0.0,9.48
CA-2025-10570,2025-01-03,2025-01-06,Second Class,CUST-187,Marissa Oliver,Home Office,United States,Lake Codyhaven,Alabama,South,Electronics,Accessories,Accessories - Model Stop,1229.24,8,0.5,220.02
CA-2025-10571,2025-08-13,2025-08-16,Second Class,CUST-211,Tina Hoffman,Consumer,United States,Weaverland,Maryland,Central,Electronics,Audio,Audio - Model Hair,292.71,4,0.2,76.42
CA-2025-10572,2024-05-19,2024-05-21,Standard Class,CUST-263,Brittany Padilla,Consumer,United States,Greenestad,Florida,Central,Electronics,Accessories,Accessories - Model Seem,810.79,5,0.0,322.23
CA-2025-10573,2025-02-06,2025-02-09,Standard Class,CUST-197,Megan Garza,Consumer,United States,Colleenhaven,Louisiana,East,Furniture,Furnishings,Furnishings - Model Attack,899.05,3,0.3,303.64
CA-2025-10574,2025-08-24,2025-08-28,Same Day,CUST-299,Paul Delgado,Home Office,United States,North Charlesmouth,Missouri,South,Office Supplies,Art,Art - Model Remain,142.13,4,0.3,27.29
CA-2025-10575,2025-04-01,2025-04-03,First Class,CUST-265,Andrew Gray,Home Office,United States,New Williammouth,Arizona,Central,Office Supplies,Binders,Binders - Model Develop,283.76,4,0.0,56.86
CA-2025-10576,2023-04-01,2023-04-05,Standard Class,CUST-202,Michael Whitney,Consumer,United States,Lake William,Texas,West,Furniture,Furnishings,Furnishings - Model Role,1230.88,10,0.0,324.57
CA-2025-10577,2025-04-10,2025-04-13,Second Class,CUST-190,Katrina Everett,Corporate,United States,Sarahton,Michigan,Central,Furniture,Tables,Tables - Model Former,197.26,6,0.0,89.83
CA-2025-10578,2024-10-03,2024-10-05,Second Class,CUST-184,David Sherman,Consumer,United States,Port Michael,Oklahoma,Central,Electronics,Laptops,Laptops - Model Rule,633.37,5,0.0,191.5
CA-2025-10579,2023-03-20,2023-03-23,Same Day,CUST-258,Charles Clark,Home Office,United States,North Juan,Michigan,East,Office Supplies,Binders,Binders - Model Season,319.79,7,0.0,137.04
CA-2025-10580,2024-07-21,2024-07-24,Same Day,CUST-235,Jennifer Reed,Consumer,United States,Deanbury,Tennessee,Central,Electronics,Laptops,Laptops - Model Opportunity,761.8,9,0.5,173.9
CA-2025-10581,2023-12-06,2023-12-08,Same Day,CUST-214,Samantha Blair,Corporate,United States,East Danielfurt,North Dakota,Central,Electronics,Smartphones,Smartphones - Model Officer,581.84,4,0.2,176.57
CA-2025-10582,2024-02-19,2024-02-22,First Class,CUST-106,Stephanie White,Home Office,United States,North Kirkhaven,Kentucky,West,Electronics,Laptops,Laptops - Model Place,970.37,10,0.5,108.58
CA-2025-10583,2025-06-01,2025-06-06,Same Day,CUST-265,Richard Brown,Corporate,United States,South Janetburgh,Texas,South,Furniture,Furnishings,Furnishings - Model One,1285.88,5,0.0,466.6
CA-2025-10584,2024-05-22,2024-05-27,Same Day,CUST-174,Anna Gates,Consumer,United States,Port Amberport,Kansas,East,Office Supplies,Paper,Paper - Model Decision,1356.03,1,0.1,530.2
CA-2025-10585,2025-03-25,2025-03-27,Same Day,CUST-183,Dawn Rivera,Corporate,United States,Jamesmouth,Indiana,East,Electronics,Accessories,Accessories - Model Husband,1221.1,1,0.0,233.58
CA-2025-10586,2023-12-17,2023-12-19,Standard Class,CUST-274,Linda Figueroa,Consumer,United States,South Leonard,Missouri,East,Electronics,Audio,Audio - Model Price,810.94,1,0.5,88.27
CA-2025-10587,2024-01-29,2024-01-30,Standard Class,CUST-204,Dr. Dustin Garcia,Home Office,United States,Ryanfurt,New Mexico,West,Furniture,Tables,Tables - Model Country,723.75,4,0.0,280.06
CA-2025-10588,2023-07-09,2023-07-10,Same Day,CUST-254,Paul Buck,Consumer,United States,South Marystad,Arizona,Central,Furniture,Bookcases,Bookcases - Model Executive,435.35,1,0.1,133.45
CA-2025-10589,2024-04-15,2024-04-20,Second Class,CUST-179,Dennis Jarvis,Corporate,United States,Coffeymouth,Louisiana,West,Electronics,Smartphones,Smartphones - Model Herself,216.14,3,0.1,95.17
CA-2025-10590,2024-07-04,2024-07-09,Standard Class,CUST-275,Jerry Reyes,Corporate,United States,Port Michelle,Idaho,South,Electronics,Accessories,Accessories - Model Board,1471.03,3,0.2,470.13
CA-2025-10591,2023-11-19,2023-11-21,Standard Class,CUST-196,Jeremy Rivera,Consumer,United States,Brittneyside,Oregon,South,Electronics,Accessories,Accessories - Model Past,960.85,4,0.2,174.97
CA-2025-10592,2024-07-21,2024-07-24,Second Class,CUST-236,Bonnie Crawford,Home Office,United States,Lake Sandraside,Iowa,Central,Furniture,Furnishings,Furnishings - Model These,1285.06,4,0.3,374.31
CA-2025-10593,2025-09-14,2025-09-18,Standard Class,CUST-199,Richard Rogers,Home Office,United States,Thorntonside,Alabama,Central,Furniture,Chairs,Chairs - Model Might,143.26,6,0.0,62.02
CA-2025-10594,2023-06-20,2023-06-23,First Class,CUST-255,Erika Williams,Corporate,United States,Duncanside,Florida,West,Electronics,Laptops,Laptops - Model Mrs,990.03,9,0.2,271.72
CA-2025-10595,2023-07-19,2023-07-21,Same Day,CUST-292,Vanessa Summers,Corporate,United States,South Taylor,Virginia,South,Office Supplies,Art,Art - Model Own,1132.23,8,0.3,159.56
CA-2025-10596,2025-07-28,2025-07-29,First Class,CUST-120,Ashley Hamilton,Corporate,United States,Ortegabury,Ohio,Central,Electronics,Accessories,Accessories - Model Citizen,666.91,3,0.3,190.16
CA-2025-10597,2025-03-07,2025-03-09,First Class,CUST-109,Scott Parker,Home Office,United States,Lake Brianshire,Oklahoma,Central,Office Supplies,Storage,Storage - Model Take,1426.33,9,0.1,496.59
CA-2025-10598,2024-05-15,2024-05-18,Same Day,CUST-249,Jared Thompson,Home Office,United States,South Kelly,Louisiana,East,Office Supplies,Art,Art - Model Until,86.09,4,0.3,15.9
CA-2025-10599,2024-03-12,2024-03-15,Second Class,CUST-180,Tracy Erickson,Consumer,United States,Leemouth,Maryland,Central,Electronics,Audio,Audio - Model Worry,471.81,7,0.2,91.16
CA-2025-10600,2023-05-18,2023-05-20,Same Day,CUST-124,Vickie Wheeler,Corporate,United States,Joseland,Maine,Central,Electronics,Laptops,Laptops - Model Relate,192.77,8,0.5,45.38
CA-2025-10601,2025-08-17,2025-08-19,Same Day,CUST-250,Tony Ochoa,Home Office,United States,New Bryce,New Hampshire,East,Office Supplies,Art,Art - Model Back,390.19,8,0.2,79.39
CA-2025-10602,2023-01-11,2023-01-16,First Class,CUST-191,Austin Miles,Consumer,United States,East Jenniferview,Wisconsin,East,Furniture,Furnishings,Furnishings - Model Pull,778.43,10,0.2,310.29
CA-2025-10603,2023-10-21,2023-10-24,Standard Class,CUST-114,Michael George,Consumer,United States,Edwardsbury,Georgia,East,Electronics,Audio,Audio - Model College,988.21,2,0.5,129.79
CA-2025-10604,2024-11-05,2024-11-10,First Class,CUST-160,Julie West,Corporate,United States,New Danielborough,New York,Central,Office Supplies,Binders,Binders - Model Them,572.29,4,0.0,237.58
CA-2025-10605,2023-03-06,2023-03-11,First Class,CUST-287,Alexandra Pratt,Corporate,United States,Sylviafort,Texas,Central,Furniture,Bookcases,Bookcases - Model Challenge,964.84,10,0.1,405.75
CA-2025-10606,2024-10-21,2024-10-22,Same Day,CUST-267,Thomas Moses,Consumer,United States,Darleneburgh,New Hampshire,West,Furniture,Bookcases,Bookcases - Model Instead,1118.88,5,0.1,357.19
CA-2025-10607,2025-01-18,2025-01-20,Second Class,CUST-171,Timothy Contreras,Home Office,United States,Carlsonborough,New Mexico,Central,Office Supplies,Storage,Storage - Model Paper,1411.05,8,0.1,486.66
CA-2025-10608,2025-05-21,2025-05-22,Same Day,CUST-169,Michele Espinoza,Corporate,United States,Lake Lanceville,South Dakota,South,Office Supplies,Storage,Storage - Model Check,1147.73,6,0.1,255.8
CA-2025-10609,2024-04-22,2024-04-25,Standard Class,CUST-237,Thomas Wood,Home Office,United States,West Toddstad,New York,Central,Office Supplies,Storage,Storage - Model Wife,558.64,9,0.2,211.6
CA-2025-10610,2023-06-13,2023-06-18,First Class,CUST-156,Mrs. Janet Garcia,Corporate,United States,Port Yvonne,Texas,East,Electronics,Laptops,Laptops - Model Ten,46.0,9,0.3,7.28
CA-2025-10611,2025-08-27,2025-08-30,Standard Class,CUST-146,Lawrence Watson,Consumer,United States,Deannaland,North Dakota,Central,Electronics,Smartphones,Smartphones - Model Executive,1436.26,3,0.3,229.17
CA-2025-10612,2024-02-08,2024-02-13,Same Day,CUST-265,Cindy Romero,Corporate,United States,Cookview,Missouri,West,Electronics,Smartphones,Smartphones - Model Nearly,896.65,1,0.5,128.74
CA-2025-10613,2024-05-10,2024-05-15,Second Class,CUST-128,Linda Campbell,Corporate,United States,Meghanton,New York,South,Office Supplies,Paper,Paper - Model Kid,1071.06,2,0.2,195.19
CA-2025-10614,2023-03-17,2023-03-19,Same Day,CUST-139,Carrie Farrell,Home Office,United States,Perezmouth,Louisiana,Central,Office Supplies,Binders,Binders - Model System,76.78,2,0.5,14.89
CA-2025-10615,2025-09-25,2025-09-29,First Class,CUST-214,Lisa Martin,Corporate,United States,South Douglas,Texas,East,Electronics,Accessories,Accessories - Model Professor,996.0,8,0.0,264.26
CA-2025-10616,2023-08-30,2023-09-04,Standard Class,CUST-209,Sarah Vance,Consumer,United States,New Kristenmouth,West Virginia,East,Electronics,Accessories,Accessories - Model Stock,997.9,10,0.0,384.15
CA-2025-10617,2025-12-18,2025-12-23,Same Day,CUST-280,Amy Armstrong,Consumer,United States,Silvaside,Georgia,West,Furniture,Furnishings,Furnishings - Model Evidence,41.19,5,0.0,20.45
CA-2025-10618,2025-07-18,2025-07-23,Standard Class,CUST-120,Kristina Cook,Home Office,United States,New Kristy,New Hampshire,West,Office Supplies,Storage,Storage - Model Out,1144.23,5,0.0,368.05
CA-2025-10619,2024-03-07,2024-03-09,First Class,CUST-112,Henry Frye,Corporate,United States,Willischester,Oklahoma,East,Electronics,Accessories,Accessories - Model Cell,1370.46,9,0.0,210.09
CA-2025-10620,2024-08-01,2024-08-04,Same Day,CUST-153,Jamie Castro,Corporate,United States,Lake Andrea,Connecticut,South,Electronics,Smartphones,Smartphones - Model Art,439.71,10,0.3,79.98
CA-2025-10621,2024-01-10,2024-01-13,First Class,CUST-147,Nicole Stevenson,Home Office,United States,Nicholasview,Minnesota,South,Electronics,Accessories,Accessories - Model Need,679.47,7,0.5,58.76
CA-2025-10622,2023-03-29,2023-04-01,Standard Class,CUST-215,Rodney Wilson,Consumer,United States,South Thomas,Missouri,South,Electronics,Accessories,Accessories - Model Physical,311.39,9,0.5,73.28
CA-2025-10623,2023-04-10,2023-04-12,First Class,CUST-252,Sarah Cox,Consumer,United States,West Steven,Arkansas,East,Office Supplies,Art,Art - Model Right,390.93,8,0.1,163.51
CA-2025-10624,2025-06-27,2025-06-30,Same Day,CUST-142,Christopher Campbell,Home Office,United States,Whiteville,Wisconsin,Central,Furniture,Chairs,Chairs - Model Within,560.2,8,0.5,43.36
CA-2025-10625,2023-05-19,2023-05-22,Same Day,CUST-139,Dawn Spencer,Corporate,United States,Payneton,West Virginia,East,Office Supplies,Paper,Paper - Model Open,650.08,10,0.5,111.51
CA-2025-10626,2025-09-02,2025-09-05,First Class,CUST-206,Joshua Anderson,Corporate,United States,West Shellyside,Utah,West,Office Supplies,Art,Art - Model Society,1283.17,10,0.5,194.56
CA-2025-10627,2023-11-16,2023-11-21,First Class,CUST-274,Scott Nelson,Corporate,United States,Humphreyfurt,Indiana,South,Office Supplies,Storage,Storage - Model Develop,330.62,7,0.3,89.99
CA-2025-10628,2024-08-14,2024-08-17,Same Day,CUST-223,Linda Wright,Home Office,United States,Oconnorview,Maine,East,Office Supplies,Art,Art - Model Not,1170.96,9,0.2,148.54
CA-2025-10629,2025-04-23,2025-04-24,First Class,CUST-183,Rebecca Allen,Home Office,United States,Leonardhaven,Ohio,West,Furniture,Bookcases,Bookcases - Model Office,1257.3,2,0.0,625.95
CA-2025-10630,2025-06-20,2025-06-23,Standard Class,CUST-177,Lucas Robertson,Corporate,United States,North William,Massachusetts,Central,Electronics,Laptops,Laptops - Model Stage,818.52,8,0.0,349.67
CA-2025-10631,2023-10-28,2023-11-02,First Class,CUST-288,Amanda Morgan,Consumer,United States,Whitechester,North Carolina,West,Office Supplies,Binders,Binders - Model Same,427.69,4,0.3,117.76
CA-2025-10632,2025-10-29,2025-11-03,First Class,CUST-211,Drew Clayton,Home Office,United States,Johnshire,Ohio,South,Office Supplies,Binders,Binders - Model World,302.25,4,0.0,150.13
CA-2025-10633,2025-05-06,2025-05-10,Second Class,CUST-256,Carolyn Perez,Corporate,United States,North Christopherbury,North Carolina,East,Office Supplies,Binders,Binders - Model Among,23.56,9,0.2,8.38
CA-2025-10634,2025-10-17,2025-10-20,Standard Class,CUST-194,Gregory Parker,Corporate,United States,New Dawnview,Michigan,South,Furniture,Tables,Tables - Model Also,617.64,8,0.2,171.23
CA-2025-10635,2023-04-14,2023-04-15,First Class,CUST-262,Ryan Brooks,Home Office,United States,Lake Jessica,Massachusetts,East,Furniture,Furnishings,Furnishings - Model Hundred,1317.73,9,0.0,607.14
CA-2025-10636,2023-06-26,2023-07-01,Standard Class,CUST-148,William Gonzalez,Home Office,United States,Port Billview,Illinois,East,Furniture,Furnishings,Furnishings - Model Talk,224.89,6,0.5,17.66
CA-2025-10637,2024-11-16,2024-11-21,First Class,CUST-191,Jordan Fleming,Home Office,United States,Daniellemouth,Louisiana,East,Furniture,Furnishings,Furnishings - Model Security,751.61,5,0.1,104.53
